,userid,user_state,event_name,event_attributes,event_created_date,event_platform,device_manufacture,device_model,Subscription Premium Cancel,Add Payment Method Success,Subscription Premium,Account History Transaction Details,Add Vehicle Success,Subscription Premium Renew,Sign Up Success,Order,Chat Conversation Opened,Add Vehicle Break,Chat Conversation Started,Email Confirmation Success,Add Payment Method Failed,Account Setup Skip,Calculator View,Wallet Opened,Account Setup Profile Skip,Sign Out,Transaction Refund,Calculator Used,Add Vehicle Failed,Sign Up Error,Reset Password Set,last date Subscription Premium Cancel,last date Subscription Premium Renew,Membership Ren,2 days had not passedSubscription Premium Renew,Membership Sub,last date Subscription Premium,2 days had not passedSubscription Premium,last date Order,delta monthsOrder
4710,41f7789dea5f3312bdf57632460561c0,30,Sign Up Success,{'Method': 'Google'},2022-02-14 00:39:24,1,0,140,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-03-13 01:53:26,2,0,1,2022-02-14 00:51:44,0,2022-04-10 06:25:35,0
4718,423ffa8cbe761baa995e981904f479db,3,Sign Up Success,{'Method': 'Email'},2022-03-11 05:47:22,0,11,90,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-11 05:55:24,0,2022-04-01 10:38:39,0
4734,424090309305e8b36ebf4e45490d8699,11,Sign Up Success,{'Method': 'Apple'},2022-03-11 17:48:02,1,0,140,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2022-03-23 21:40:04,2022-04-16 20:50:39,0,1,1,2022-03-11 17:53:48,0,2022-04-16 20:50:39,-1
4759,4260d7d2ac838b5e5b80a52516f78f5b,24,Sign Up Success,{'Method': 'Google'},2022-02-16 14:03:54,0,11,87,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-03-16 01:14:08,2,0,1,2022-02-16 14:08:28,0,2022-04-03 08:36:40,0
4778,430d96d025d9c30dbd62aa4fd3591e98,3,Sign Up Success,{'Method': 'Google'},2022-01-16 19:22:16,1,0,142,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,2022-01-17 23:30:54,2022-04-16 20:50:39,0,1,1,2022-01-16 19:24:28,1,2022-04-16 20:50:39,-1
4789,4359ebe5e116311852440785e34f916e,11,Sign Up Success,{'Method': 'Google'},2022-03-19 16:16:35,0,11,62,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2022-03-19 17:00:34,2022-04-16 20:50:39,0,1,1,2022-03-19 16:21:20,1,2022-04-16 20:50:39,-1
4800,4383288d6bab753c11fc2f4ea43b1eb8,3,Sign Up Success,{'Method': 'Google'},2022-03-18 19:46:39,1,0,144,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-18 19:58:36,0,2022-04-11 10:39:11,0
4834,43acfb851b122c9a40e9bfbf4e76a987,30,Sign Up Success,{'Method': 'Apple'},2022-04-05 17:00:43,1,0,136,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-05 17:04:15,0,2022-04-16 20:50:39,0
4841,43b4c442aeac033aa6cc97df88b5aed8,8,Sign Up Success,{'Method': 'Google'},2022-03-25 19:41:23,0,6,16,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-01 23:44:51,2022-04-16 20:50:39,0,1,1,2022-03-25 19:47:13,0,2022-04-13 09:09:17,0
4852,441ffbb3d0324236d47a0f7e1ebd02f9,30,Sign Up Success,{'Method': 'Email'},2022-03-14 14:58:40,1,0,138,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-14 01:16:48,1,0,1,2022-03-14 15:15:09,0,2022-04-16 20:50:39,0
4860,44ae811b5b8aeea9b7d8037ab9f117d3,3,Add Vehicle Break,{},2022-02-07 15:41:54,1,0,137,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,0
4866,44cd60c0ddb41223eb13c1a224b5e3d6,16,Order,{'Premium Membership': 'True'},2022-01-20 09:27:21,1,0,135,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-03-13 08:23:07,1
4931,4574a7082953f5413fa884d53d878986,3,Sign Up Success,{'Method': 'Apple'},2022-03-08 22:48:52,1,0,144,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-08 01:16:31,1,0,1,2022-03-08 22:52:41,0,2022-03-20 10:23:43,0
4945,459e6058a0128608eca6f2e4baffcbb6,3,Sign Up Success,{'Method': 'Apple'},2022-03-19 16:52:13,1,0,134,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2022-03-19 22:02:02,2022-04-16 20:50:39,0,1,1,2022-03-19 16:55:13,1,2022-04-16 20:50:39,-1
4953,4625f7ed22e911f5290a3660feb4efdb,32,Sign Up Success,{'Method': 'Email'},2022-01-19 04:52:45,1,0,135,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-03-18 01:09:21,1,0,1,2022-01-19 04:56:42,0,2022-04-01 06:33:15,0
4975,466f747de57099409c4d851f2775613f,3,Sign Up Success,{'Method': 'Apple'},2022-02-13 00:25:43,1,0,135,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,2022-04-16 20:50:39,2022-03-18 01:11:24,1,0,1,2022-02-18 22:15:06,0,2022-04-16 10:56:33,0
5074,46893f70a2c99e6ad111c032fb602758,3,Sign Up Success,{'Method': 'Google'},2022-04-08 19:53:50,0,11,112,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-08 19:57:16,0,2022-04-16 20:50:39,0
5086,46c1d5ea297bd502e2d7f9dba6056bdd,8,Sign Up Success,{'Method': 'Email'},2022-02-15 12:15:32,0,8,2,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-02-15 12:22:20,0,2022-03-22 08:26:13,0
5133,473e8564480e721b794006b4362b0a2d,3,Sign Up Success,{'Method': 'Email'},2022-02-19 19:22:28,1,0,147,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2022-03-01 20:01:17,2022-04-16 20:50:39,0,1,1,2022-02-19 19:53:38,0,2022-02-28 18:24:28,0
5144,48447eeb5e9e047a5fa5de4496dbf146,3,Sign Up Success,{'Method': 'Google'},2022-02-27 02:48:06,1,0,138,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-03-01 19:21:21,1
5149,4858d7c1242de839319efebd510e5833,3,Sign Up Success,{'Method': 'Google'},2022-04-10 01:55:58,1,0,144,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-10 02:00:03,0,2022-04-16 20:50:39,0
5153,4949c7b6dfa8cef23d641fd98d50ab18,30,Order,{'Premium Membership': 'True'},2022-01-17 06:42:11,0,11,98,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2022-03-24 04:35:36,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-16 06:52:04,0
5242,494d52061c082cec80e62b80d0042d72,3,Sign Up Success,{'Method': 'Google'},2022-03-01 18:40:25,1,0,144,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-04 01:15:32,1,0,1,2022-03-04 22:36:06,0,2022-04-16 20:50:39,0
5249,49955bcc5e4bac51a23b38fbb847e910,24,Sign Up Success,{'Method': 'Email'},2022-04-11 20:52:08,0,10,155,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-11 21:19:01,0,2022-04-16 20:50:39,0
5258,4a6d90a42a49fb43ebd0ea82f406d34d,3,Sign Up Success,{'Method': 'Google'},2022-02-04 21:20:46,1,0,142,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-02-04 21:23:47,0,2022-03-16 10:45:38,1
5270,4aa64a1cb0dc8a8d3147562ce234a3e5,3,Sign Up Success,{'Method': 'Apple'},2022-02-26 22:12:18,1,0,143,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2022-03-26 14:39:10,2022-04-16 20:50:39,0,1,1,2022-02-26 22:14:49,0,2022-03-21 11:19:22,0
5287,4af882ce2ab38d2ef497f366228ec628,24,Email Confirmation Success,{'Required': 'true'},2022-02-10 18:42:35,1,0,144,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,0
5294,4afebd4fded13e31ce39313675f531b5,3,Sign Up Success,{'Method': 'Apple'},2022-02-20 22:01:57,1,0,142,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-02-28 18:40:04,1
5303,4b05850de2b0726430f0c171c75d5f87,3,Sign Up Success,{'Method': 'Google'},2022-03-06 01:11:48,1,0,133,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-06 01:23:07,0,2022-03-20 05:59:07,0
5310,4b05befff3a1d4b162b82ed9054cf712,30,Add Payment Method Success,"{'Tokenized Pay': 'Apple Pay', 'Payment Method': 'Credit', 'Promo code': ''}",2022-03-19 17:38:11,1,0,143,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-19 17:38:27,0,2022-03-23 05:49:06,0
5316,4b5f8f36415758d07940d6b9285a0b88,3,Sign Up Success,{'Method': 'Email'},2022-03-03 03:56:56,1,0,140,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-02 01:14:53,1,0,1,2022-03-03 04:13:15,0,2022-04-16 20:50:39,0
5322,4b98d821327ceee07c9356467b38baaa,30,Add Vehicle Success,"{'Make': 'Chevrolet', 'Model': 'Silverado 1500', 'Color': 'Green', 'Year': '1997', 'Temporary': 'false', 'Start Date': '', 'End Date': '', 'Rental State': ''}",2022-03-23 22:10:13,0,8,117,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-23 22:16:28,0,2022-04-16 06:53:11,0
5433,4c14e25c7133054ff3ffd583ea798a4b,3,Sign Up Success,{'Method': 'Google'},2022-02-16 04:08:50,1,0,137,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-15 01:13:20,1,1,1,2022-02-16 04:12:42,0,2022-02-17 14:28:23,1
5443,4c36cc224295123abac39e074804f1d2,3,Sign Up Success,{'Method': 'Email'},2022-03-19 17:11:24,1,0,134,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-19 17:53:31,0,2022-04-01 10:38:38,0
5450,4c6ed7c9dfdd8bb6a46f0abdbfbd7cb8,3,Sign Up Success,{'Method': 'Email'},2022-02-12 19:48:24,1,0,142,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-02-12 19:53:32,0,2022-04-16 20:50:39,0
5457,4c94765da12237b4781eae5871bba09b,3,Sign Up Success,{'Method': 'Google'},2022-03-28 20:24:14,0,11,99,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-28 20:28:04,0,2022-04-13 10:22:59,0
5462,4d0103c49fd97c9ad8854abd22d15b0b,4,Sign Up Error,"{'Method': 'Google', 'Description': 'Cognito Unknown Error; description: Sign-in with web UI failed'}",2022-01-21 14:29:02,0,11,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,0
5464,4d173c7fcb0f6bacfd31227558490c0d,3,Sign Up Success,{'Method': 'Apple'},2022-02-25 23:04:33,1,0,132,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-03-25 01:15:36,1,0,1,2022-02-25 23:08:22,0,2022-04-16 20:50:39,0
5469,4d19655d46028f8d76299fcda129e9d2,11,Sign Up Success,{'Method': 'Google'},2022-02-17 12:47:27,0,11,99,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-03-18 01:11:24,1,0,1,2022-02-17 12:57:13,0,2022-04-15 08:23:01,0
5510,4e163599d4c5f2ea99f1e362574395c4,24,Sign Up Success,{'Method': 'Apple'},2022-03-29 10:30:41,1,0,136,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-29 10:39:14,0,2022-04-16 20:50:39,0
5518,4e8c6c9508d1baa221a0603ca797c09f,21,Sign Up Success,{'Method': 'Apple'},2022-03-17 20:08:41,1,0,141,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-21 11:43:10,0,2022-04-11 08:21:09,0
5532,4eb4c6847976cea22cfa60d254ea7955,3,Sign Up Success,{'Method': 'Google'},2022-04-14 21:44:12,0,11,94,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-14 21:49:56,0,2022-04-16 20:50:39,0
5543,4ec04eeaeb92999f172d715b14778cc1,30,Sign Up Success,{'Method': 'Apple'},2022-03-28 02:12:57,1,0,143,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-29 13:57:11,0,2022-04-16 20:50:39,0
5551,4eec281375b6d8de355bc7f5ce6107f5,3,Sign Up Success,{'Method': 'Email'},2022-03-04 14:15:47,1,0,142,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-19 15:54:04,2022-04-16 20:50:39,0,1,1,2022-03-04 14:20:06,0,2022-03-19 10:26:13,0
5567,4f915b8fd0e0b00021ee799a232e80d7,30,Sign Up Success,{'Method': 'Email'},2022-04-04 03:57:03,1,0,134,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-04 04:02:36,0,2022-04-10 06:22:17,0
5582,4fba4b79bfe1c7f4ce494d72b528e408,8,Sign Up Success,{'Method': 'Google'},2022-02-03 16:24:24,1,0,138,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,2022-04-16 20:50:39,2022-04-03 01:19:25,1,0,1,2022-02-03 16:34:56,0,2022-04-16 20:50:39,0
5603,5085db2422dd457f81d595b1adbfe4a8,11,Sign Up Success,{'Method': 'Google'},2022-02-05 19:20:03,0,10,153,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-10 02:20:24,2022-03-05 01:31:07,2,0,1,2022-02-05 19:24:45,0,2022-03-13 12:57:10,0
5653,5088f296d47983033db15af390403713,3,Sign Up Success,{'Method': 'Google'},2022-03-07 03:00:30,1,0,143,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-07 03:07:48,0,2022-03-08 11:30:26,1
5674,50b02ade5133cc6c9da2573f5deb489e,32,Wallet Opened,{},2022-01-15 02:06:43,1,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,0
5677,51006ca5d6592611a001f18c77adcb86,30,Sign Up Success,{'Method': 'Google'},2022-03-12 18:21:20,1,0,142,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-12 18:29:08,0,2022-04-16 20:50:39,0
5681,511e5e8012881579f5f0ba089577cb5c,3,Subscription Premium Renew,"{'Start Date': '2022-02-05', 'Renewal Date': '2023-02-05', 'Membership Type': 'Yearly'}",2022-02-04 01:05:06,1,0,140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022-04-16 20:50:39,2022-02-04 01:05:06,2,0,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,0
5683,514046f7694ccccfc534baf5a573f7e4,24,Sign Up Success,{'Method': 'Google'},2022-03-30 02:37:24,1,0,142,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-30 02:52:27,0,2022-04-14 08:22:49,0
5701,5172f2538739cd7b096c2e039cca13bb,3,Sign Up Success,{'Method': 'Email'},2022-02-24 20:54:17,1,0,142,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-02-25 16:32:23,0,2022-04-16 10:57:42,0
5745,51a344e411d1ca1efccb949e151faeec,31,Sign Up Success,{'Method': 'Google'},2022-03-14 23:17:49,1,0,128,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,2022-03-27 18:29:37,2022-04-16 20:50:39,0,1,1,2022-03-14 23:24:35,0,2022-04-16 20:50:39,-1
5757,51d15c7f78bfff49bdd2a9e43c686c57,30,Sign Up Success,{'Method': 'Apple'},2022-01-19 18:47:27,1,0,147,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2022-03-13 11:10:03,2022-02-19 01:12:16,2,0,1,2022-01-19 18:59:34,0,2022-04-16 20:50:39,-1
5768,520c53e60a665c9c1c78671024f640a7,30,Sign Up Success,{'Method': 'Google'},2022-01-20 19:27:15,0,11,103,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,2022-04-16 20:50:39,2022-02-20 01:07:44,2,0,1,2022-01-20 19:37:26,0,2022-04-05 06:02:49,0
5786,5269bedc00c765383dbd9b75214d6107,2,Sign Up Success,{'Method': 'Email'},2022-04-01 02:52:48,0,11,87,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-01 03:01:01,0,2022-04-16 20:50:39,0
5792,52ca2225de17679b74f9b51468b5bd13,3,Sign Up Success,{'Method': 'Google'},2022-02-06 05:40:50,1,0,142,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-02-07 15:27:07,2
5802,5393129fdf773191f7b3de51b35bb15d,3,Sign Up Success,{'Method': 'Google'},2022-03-11 20:46:04,0,11,92,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2022-04-12 12:40:09,2022-04-16 20:50:39,0,1,1,2022-03-11 20:53:11,0,2022-03-26 10:59:34,0
5815,53a0b26f55392f7db475bd6891f89587,24,Sign Up Success,{'Method': 'Apple'},2022-04-12 01:15:16,1,0,139,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-12 01:18:30,0,2022-04-16 20:50:39,0
5823,544dcd8988c23baf7f4bb54539131370,30,Sign Up Success,{'Method': 'Google'},2022-04-14 22:32:33,0,6,24,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-14 22:39:03,0,2022-04-16 20:50:39,0
5831,549b90690b243ca14c0d4444c45b2d6d,32,Add Vehicle Break,{},2022-03-26 00:50:55,0,10,154,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,0
5832,549c2f07029b3b89c39b1a234eea17e7,3,Sign Up Success,{'Method': 'Google'},2022-03-21 23:18:48,1,0,144,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-21 23:21:33,0,2022-04-16 20:50:39,0
5836,54ba4ccb40da72d1174d206436d0b8c1,3,Subscription Premium Renew,"{'Start Date': '2022-02-13', 'Renewal Date': '2022-03-13', 'Membership Type': 'Monthly'}",2022-02-12 01:10:33,2,13,168,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-12 01:15:23,1,0,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,0
5839,54ca6ba06580997b4600d4ec927d877e,30,Sign Up Success,{'Method': 'Google'},2022-02-21 14:50:37,1,0,134,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-03-21 01:47:49,2,0,1,2022-02-21 14:54:23,0,2022-04-11 06:34:12,0
5882,54ebefdcff1b349d2a636ee2cab0d2d9,8,Sign Up Success,{'Method': 'Facebook'},2022-03-07 19:04:56,1,0,142,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-07 01:15:49,1,0,1,2022-03-07 19:08:24,0,2022-04-16 08:54:01,0
5910,5500242e507e4bf5e811b78b98ef8aa0,11,Add Vehicle Success,"{'Make': 'Ford', 'Model': 'Focus', 'Color': 'Blue', 'Year': '2012', 'Temporary': 'false', 'Start Date': '', 'End Date': '', 'Rental state': ''}",2022-02-04 22:09:31,0,11,53,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,0
5912,550aaeb9d28d0231ba47db578c79b2f6,32,Wallet Opened,{},2022-02-16 00:18:15,1,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,0
5913,55238082030979fdd9e5f3f28bdc3d41,3,Sign Up Success,{'Method': 'Google'},2022-04-15 14:50:37,0,11,86,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-15 14:53:26,1,2022-04-16 20:50:39,0
5917,55e5218c49cddd5979cfe8d99aebe211,30,Sign Up Success,{'Method': 'Apple'},2022-03-31 20:41:48,1,0,135,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-31 21:06:36,0,2022-04-16 20:50:39,0
5922,5626694c4b0611f4d609ade48f9c33ea,3,Sign Up Success,{'Method': 'Google'},2022-03-30 15:45:38,1,0,135,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-30 16:55:09,0,2022-04-03 10:35:30,0
5928,5643e7f48ecaaa954360dcea11326f90,30,Sign Up Success,{'Method': 'Apple'},2022-03-21 13:05:16,1,0,135,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,2022-03-21 13:57:49,2022-04-16 20:50:39,0,1,1,2022-03-21 13:12:29,1,2022-04-16 20:50:39,-1
5937,571f164f7c0755e4a9b8b81677ae8108,3,Sign Up Success,{'Method': 'Facebook'},2022-02-27 22:32:02,0,11,87,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-02-28 04:49:27,0,2022-03-03 15:11:12,1
5956,57355471e5fc8052b717b33a9c15c8bb,3,Sign Out,{'Type': 'Manual'},2022-01-19 11:25:53,0,11,48,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022-04-16 20:50:39,2022-04-13 01:14:27,1,0,0,2022-04-16 20:50:39,1,2022-01-20 14:32:42,2
5962,578a167f3ac0dde4f7d640f73a162fbb,3,Sign Up Success,{'Method': 'Google'},2022-02-05 20:42:29,0,11,97,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2022-03-05 19:08:33,2022-04-16 20:50:39,0,1,1,2022-02-05 23:18:45,0,2022-02-07 15:25:58,0
5979,57c581fe3e3db95790033d16cd40612c,3,Add Vehicle Success,"{'Make': 'Ford', 'Model': 'Fusion', 'Color': 'Silver', 'Year': '2011', 'Temporary': 'false', 'Start Date': '', 'End Date': '', 'Rental state': ''}",2022-02-13 05:02:37,0,11,91,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022-04-16 20:50:39,2022-03-12 01:12:37,2,0,1,2022-02-13 05:05:13,0,2022-03-16 10:36:32,1
