,userid,Subscription Premium Cancel,Add Payment Method Success,Subscription Premium,Account History Transaction Details,Add Vehicle Success,Subscription Premium Renew,Sign Up Success,Account Setup Profile Skip,Calculator View,Order,Sign Out,Chat Conversation Opened,Add Vehicle Break,Chat Conversation Started,Wallet Opened,Email Confirmation Success,Add Payment Method Failed,Account Setup Skip,Calculator Used,Sign Up Error,Transaction Refund,Add Vehicle Failed,Reset Password Set
5781,3c37af96e2725fd3ac8b7ee0093e9f60,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5785,3c3d8629b9d8b0d7491050923ebb821f,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5786,3c7f078cf4d7e954bdb345cbd233ecc6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5789,3c90aaa544dba07031735f880ad5ab06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
5792,3ca2331ea91909a28d13f1ecfcc4887c,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5793,3caa0bf42932e72cd7899f103eb5b01e,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5795,3d119362b1d08614d469324cf046271f,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5805,3d1448ea1de5105c31e9cf248b76bd2a,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5809,3d2455364122a35ef989dc961babfca1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5811,3d2a5ae50a5f0615e33d375e8f14a182,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5812,3d49da0965533c33153bb65eb1b6d11d,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0
5840,3d4f742881b7f9a1d26e9fa49bddfc3f,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5848,3d6f10886b3bf5efca52dfb0c3c024e8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5852,3d9128efed87d47404944efaab2f80b3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5854,3d9d8c4046bf777606624b4088e81549,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
5857,3db464b43bd336b6390451d27889339c,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5858,3dbe08feb173239358398dc3a1bc2b8f,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5860,3dc94b30317b0b1673c65efbd647fa9a,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5864,3ddccd890467c76dd9886a40dbd51800,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
5883,3de2026edc4e57ba2aa3fe3558d8afc2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5885,3deacf75a89db8741590268464566920,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5887,3e20d944134d9df12744984ca7837540,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5888,3e2a04a842de2c6c7fd8e1ab8e1b6e33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5890,3e569c6c4a31cf8701fe7cc9978908cd,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5892,3e589bc1e06fa0c8fb18a3608504a252,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5898,3e6587a163d8e89bb92462c4af8c5977,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5899,3e698622a6b95dccc1bf5633bd58cc6e,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5901,3e6f3667410776c9279d9840a94fc923,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5902,3e860a1b9d729548ec010f1f30308789,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5903,3e8a1b3042545add2b50586c46ae372e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5904,3e8fded08ff23372f5f405de5e65f5c6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5906,3e9de2335220c0bab5fbe0291a558c9d,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5908,3e9fe45f064e9efe12de3291f3d00d22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5909,3ea9a683522f9c4db196734ca9764133,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
5931,3ec4ab9affb3ea45963859a19b2fd85d,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5932,3ecec912f80aafabca020ab22d9ae262,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5936,3ee1dd9078632399aa999bd560964863,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5940,3ee27e464dfd51c416fb80b4e7330c76,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5946,3eec92747a6d70a3bc37853bda1f929e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5947,3eef798737b119d9de2f4846e29b79bf,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5949,3ef99b4fefa0dc48a425c3323215b65b,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5951,3f00a4b14407777b8e317f6b0e0577a3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5952,3f03298b160772ef01fcc219bfb992b8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5953,3f1abfebd528b6ec36ff34483dbbc0da,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5955,3f1c57641f80e426626c5ee93bba8ca0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5957,3f437f914578a9563a78c8ef0710d12e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5958,3f51bea1c059e4e722d439bc1c07cc82,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5960,3fc420e7d2d66e49fb536b668fe9ebca,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5965,3fccc5a006497a7e37e9e5cbacdcf5a5,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5970,3fe6f75e7737394c1c61099dd56a09d0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5971,3ff515e258fd127963d4b549dd158dbd,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5977,3ffe338c80083b4790e373858610ffa7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5980,3fff7847bfec541235c3c481ea02c12e,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5987,4009abf4013a1b2755cad4271de96341,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5989,401b591f1c45afd231a9e01988d36215,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5993,401f06afe10a40b0ce430c4b486fbf98,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6036,4028aa8de16372fa151699d3e451e497,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6038,40358df943622a8ce5d8cc918fd0ba00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6039,4067aa969c77eaff6164e9eda619e036,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6043,407f60435b8d85788b2f7e553b1d3c35,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6045,4093ae400afb0df1e533f6efd40fe30a,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6050,40b5703f2c5ca353daa563c040ee9c13,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6054,40b9ef1047731d55a6fce91eca07f64d,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6057,40bb2e6748e2921b3f7a2c31242b7eaf,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6061,40bb760dcafe2254a0dfe804eac23a33,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
6100,40c402ab5e7e85967a8f982a7cff763a,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6103,40d74d801142724f930bd784d2273059,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0
6134,40e0184785de07abf7f0457c2af5efcf,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6135,40e4fa3ad7044190e34ac3cbac4ed72f,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6142,40fc6c66dd577899465fbc18597fff9d,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6144,410721135340259730336928bb873c01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6146,410ff2f2d9e4f17566eeee53bed279fd,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
6193,411005e3a783b70dfad79e2656d39507,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6195,4111b46116e0f6905a66dc62301d391f,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
6210,41227be38cd4c867b744a78625ae340e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6211,412957904fd0ddf908b2431f442170cf,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6214,412b84dd1eb64022bbd07dbb90998315,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6219,415a999a1ed566ebf7e65e950bac72fb,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6226,417b57dd51a38ae733099bac385420be,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6228,419bcb39eb06745117cce7d87497b7f4,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
6243,41b32c3109c792210c2d55635b2e56f9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6245,41cd325475c4370ccd114d2650d562a1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6246,41cf65ca15fe53562d942940dda096ce,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6247,41d7f98e5e69713aeb9a56d2ada94495,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6249,41d8e576a8f5668d388be4dcc9304f9e,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6253,41e8e13923e20a0f33e027f413e90ac0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6255,41ef8ce6c7e3ce0869d791dc17a3d161,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
6371,41f7789dea5f3312bdf57632460561c0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6379,41ff412bf682dd3223231fc0f2c0b500,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
6383,423d25424458ab76fc11f002852134f7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6384,423ffa8cbe761baa995e981904f479db,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
6400,424090309305e8b36ebf4e45490d8699,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
6425,4255c4e5daee3d905a95acd50e135c74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6427,4259f0c99f826477c6a91caf2fac0279,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6430,4260d7d2ac838b5e5b80a52516f78f5b,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6449,4266f6ab7ba12c5aea00024b0488cf28,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6451,4272e0cd74109162a54133aaa5be29e4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6453,42827793a8e726a89bbe4e2ba30056e8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6454,42b5926a1399c7f899593e5cb667c0fc,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6457,42e138848d3a5fce551dbb268f1b2100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6458,430204740936e276c8942395d54332b4,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
6467,430d96d025d9c30dbd62aa4fd3591e98,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0
6478,431d4abb1461f7d6a8449ed507946a4e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6479,43235efb2fb9142693fd705fb4a760f5,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
6483,4350404c21842d697a0609fb1f70a1b1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6485,4354a95a718149e0fca69c9c9db02cf3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6487,4359ebe5e116311852440785e34f916e,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6498,436b0b8f8d978bef946002041e3a8be7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6499,4370475b1cb364d5faac1cba49ad5eb2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6503,4383288d6bab753c11fc2f4ea43b1eb8,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
6537,43acfb851b122c9a40e9bfbf4e76a987,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6544,43b4c442aeac033aa6cc97df88b5aed8,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6555,43b7e87283dd2878a197c5cf1243e67f,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6556,43bc729eeaf3016e72516572464c94ba,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6557,43d0ebac8825742ef74cef94b644a933,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6558,43d3a2ffc21504c87d01cf68ac06f2f7,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6564,43d5adca1a540c4d6972385d8f62896a,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6566,43e1e59cf2b890f1a53e80997c38ec60,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6568,43e1ebe73c55424eeae428f7404cc855,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6569,43e2d2014aa486cc9e093d187113c2cc,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
6572,43f07513a65443e3cb05a3514b147d31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6573,43f78be0d765d427348d39524c930550,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
6579,44162f78f90deeaa3cdf77276ad32964,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6580,441ffbb3d0324236d47a0f7e1ebd02f9,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
6588,4492d54da1e7f51f2592f397c67c5111,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6592,44ae811b5b8aeea9b7d8037ab9f117d3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
6598,44c601257a145af73f5e1729619e7679,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6600,44cb060251763d235fa56287c25a58e5,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
6604,44cd60c0ddb41223eb13c1a224b5e3d6,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
6669,44dfccdb76a7b09372b98aa569dd7614,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6670,44e61c235d5c92828e5c3d43395d3072,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6671,4504d0abbf5a6979d7dd1f9bfdf75ca9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6674,453cb89812ecc74d3d236105ac3e3151,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6676,453dbe11978a02f5e6925f3074a85baa,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6678,453ec282dc29886c26dda99aba18c1c9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6680,4546ed87e6eef0eba1b654083ad5f8de,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6682,45623acfdded94aec04cbd525d2c63a8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6684,4574a7082953f5413fa884d53d878986,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6698,4583b74c2dbef4e831c70b536f6421b3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6699,45949b9600225b4b2c12ae8f8f19a5f5,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6702,459e6058a0128608eca6f2e4baffcbb6,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
6710,46090837ef4d057702077d40f84e916b,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6711,461110b1bb29dc83e04921a46feb667d,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6712,461685e5e0cfc62d1c845b9c51322037,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6713,4625f7ed22e911f5290a3660feb4efdb,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
6735,466f747de57099409c4d851f2775613f,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
6834,46748b3f877ec0424e42615f5ed70af6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6835,467886fe0802a82cd73bede8908c8b09,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6836,46893f70a2c99e6ad111c032fb602758,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
6848,46a07c792ca5769db62af25c1e044648,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6849,46a981032cb22084f359b952a73d00e5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6851,46bdadb0e8310dacd3e2816087f9c01d,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6852,46be07ec023346807572381ebc94eea8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6854,46c1d5ea297bd502e2d7f9dba6056bdd,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0
6901,46cf10ac70c3cea2faa227b9341d8521,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6904,46d52c6c4af8f3b554ed29c40cd0c45b,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
6910,46d59b205c2aba9600cf85b84c58cf5b,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6912,47341f77241d8923a43f65df4c5db1d7,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6918,4734db80d518fdb227cc089e1c2034ad,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6920,473cde2c722aebdce99adafe07ac941c,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6923,473e8564480e721b794006b4362b0a2d,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0
6934,47ba97383cb09420e5f651e0cec1a3fc,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
6943,47c2c108584c0928721c21e50ef2b6d0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
6951,47f0d16c12ffffa2fed6374872518f61,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6954,480bede5062be501687e8ebc5cc4c549,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6956,4810477e99185ca8f723526e5704baac,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6957,48447eeb5e9e047a5fa5de4496dbf146,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6962,484bddc39e62282c646918c86147fd2b,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6963,4858d7c1242de839319efebd510e5833,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6967,485d50a63c58290517ef93f82e10b3f7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6970,485ffbce97f68b704902024c8d2dc132,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6972,4861747589065692647c8ec111c0c5ac,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6974,489577102120814b27abc441492fb3c1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6979,48963c9be962a86722722a7c5b2c998d,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6981,48d99229339ced60d6bc60e9a5b5eaef,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6983,48e74e073091fa3236ffe59aa8d02466,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6988,48f3d9245889e6becfd0305b2c84f932,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6990,48f8cc3f459297a1cdf4a0c42f4995df,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
6995,49120f3931a876885670ee60a95596c9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6996,49235787d92a4cefadb591035a91aaf5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6998,4928c0075df1a1712e6d5cc7b7b87163,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7000,493229281d0115ee731375402ea2db46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7002,493b0b703b35956188be9f7e3c1858e9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7004,4949c7b6dfa8cef23d641fd98d50ab18,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0
7093,494d52061c082cec80e62b80d0042d72,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7100,496192b840046e412c8ccd92c389f6d2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7102,4976a729c5a3e64f5cdb464cfb0a2295,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7103,49955bcc5e4bac51a23b38fbb847e910,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0
7112,4995c1bd38df81440682f2997d1d320f,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7113,49ae015617f0b03279835f4e8b3656fc,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7116,49fdffdb52886afbea1273d99ba57a52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7117,4a17846938ecda3eee3c9076fa2b1d76,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7121,4a51cab68bb98edc1f84861266ac8454,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7122,4a6d90a42a49fb43ebd0ea82f406d34d,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
7134,4a7033e7aee8f4369b5c4de7fe841a28,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
